,0,1
1381,261631290,1341085
1382,2616310510,2583478
1383,261638740,606923
1384,261639370,1615177
1385,261637680,7098855
1386,26163820,543802
1387,261638450,1278327
1388,261639060,533123
1389,261639920,2635047
1390,261634560,679138
1391,261632290,541295
1392,261636640,875304
1393,261633110,717867
1394,261632530,565361
1395,261637710,1204149
1396,261639320,5250161
1397,2616310420,1077528
1398,2616310470,1281138
1399,261638110,2737039
1400,261634490,458292
1401,26163340,1332583
1402,261632190,1878917
1403,261638770,1625960
1404,261638710,1499231
1405,261639840,1564045
1406,26163740,1545535
1407,261634020,284460
1408,261634180,261839
1409,261632350,493594
1410,261636610,1873240
1411,261633310,1763392
1412,261633390,1870759
1413,2607360,51868601
1414,2605310,14154896
1415,26053100,20761907
1416,2605330,120753712
1417,2605390,805230176
1418,261637100,6192282
1419,261637410,601396
1420,261632460,857388
1421,261639720,676067
1422,261637420,1103946
1423,261632380,600398
1424,261634390,1525823
1425,261634840,451151
1426,2616310110,3844680
1427,261634480,308783
1428,261634930,411794
1429,261637720,1396377
1430,261631320,611513
1431,261637880,1563109
1432,261637830,658630
1433,261637950,1457701
1434,261638170,1145628
1435,261635370,575971
1436,261639460,1717211
1437,261639420,837236
1438,261637850,1010814
1439,261639050,848451
1440,261631410,825390
1441,261639630,2791660
1442,261634150,214490
1443,261634120,485050
1444,261637390,588479
1445,261636500,1311023
1446,261636490,1477461
1447,261636460,623266
1448,261633090,478192
1449,261639610,13955952
1450,261639550,2007288
1451,2616310550,4332736
1452,261639470,1404401
1453,261634690,583139
1454,261639070,1146757
1455,261635110,601937
1456,261635080,509829
1457,261632660,75261
1458,261633710,1792629
1459,261639690,991621
1460,261639730,655136
1461,261636560,1356178
1462,261633150,608585
1463,261633810,287360
1464,261636830,548238
1465,261631650,1677565
1466,261631770,520659
1467,261634500,393660
1468,261632560,476719
1469,261631700,435729
1470,261637090,3604101
1471,26163100,552815
1472,261637080,1267739
1473,261638690,465601
1474,261639510,755609
1475,261639260,4695569
1476,261635920,724957
1477,261635890,562806
1478,261634800,442487
1479,261633040,1049607
1480,261631690,523695
1481,261631680,435729
1482,261636670,564971
1483,261636660,1500076
1484,2616310450,1967503
1485,26163840,753366
1486,26073220,91443972
1487,2607340,1417570
1488,26073130,94071771
1489,2605350,2024166
1490,26053130,0
1491,2605380,454270412
1492,2605340,2009130
1493,2605370,10981575
1494,261633550,490514
1495,261639220,4610009
1496,261637620,356439
1497,261637310,821334
1498,261639100,1284217
1499,261638210,1020880
1500,26163260,4604175
1501,2616310070,6012081
1502,261637820,651178
1503,261639760,3856764
1504,261634290,309046
1505,261633260,439148
1506,261632440,1041384
1507,261632770,689727
1508,2616310630,6658552
1509,2616310000,3144482
1510,261639660,3436764
1511,261638900,878626
1512,261638040,2119383
1513,261636570,520862
1514,261632860,901106
1515,261637240,964480
1516,261637440,611762
1517,261633080,1560902
1518,261632010,596076
1519,261632080,242921
1520,261632320,506261
1521,261631590,2590558
1522,261632580,677050
1523,261637360,788716
1524,261637160,4790073
1525,261636880,341732
1526,261631250,591120
1527,261638350,2416229
1528,261635800,502257
1529,261635880,663898
1530,261635660,475049
1531,261634770,562925
1532,261636550,1311204
1533,261636780,3180216
1534,26163510,1368293
1535,2616310030,3095091
1536,261638860,935361
1537,261632900,274979
1538,261637340,970189
1539,261632200,1692930
1540,261636210,144186
1541,261633620,324925
1542,261632220,1194366
1543,261631620,1511593
1544,261632400,659245
1545,261631780,295932
1546,261633880,733962
1547,261636140,336996
1548,261636690,498617
1549,261631520,810390
1550,261631500,528382
1551,261631480,722625
1552,261632730,519439
1553,261637280,244646
1554,261632920,811413
1555,261631870,551138
1556,2616310490,645003
1557,2616310400,636994
1558,261633540,551118
1559,26073200,6312403
1560,26073230,92628684
1561,26073280,91539976
1562,26163570,3059015
1563,261633410,725148
1564,261637590,1844400
1565,261636370,326960
1566,261637920,1514918
1567,261634920,433266
1568,261634620,520610
1569,261632300,538566
1570,26163910,2967977
1571,26163460,2356089
1572,261639520,425790
1573,261633770,321938
1574,2616310010,18323608
1575,2616310720,1350670
1576,2616340,768974
1577,261639700,1306164
1578,2616310570,1918027
1579,261637220,862896
1580,26163250,3479329
1581,26163710,812753
1582,261637870,1603925
1583,261638970,853507
1584,261639120,4001491
1585,2616320,2058625
1586,261637630,7306559
1587,261631270,488273
1588,261631470,1215851
1589,261631260,635881
1590,261639000,1320226
1591,26163480,1275189
1592,2616310540,1117694
1593,261636520,1561338
1594,261637910,1368200
1595,261637930,1142202
1596,261637860,1916581
1597,261639150,448686
1598,261635330,484091
1599,261633700,462007
1600,261634270,512017
1601,261634040,512048
1602,261634170,350220
1603,261635820,379383
1604,261634140,320971
1605,261636270,415163
1606,261637260,1016789
1607,261635970,502716
1608,261638830,3719824
1609,261635770,948904
1610,261636720,679272
1611,26163320,890725
1612,2616310050,11895848
1613,261634900,209157
1614,26163290,8226022
1615,261632210,484986
1616,261632960,334163
1617,261631830,375830
1618,2616310100,9910743
1619,261639570,11552534
1620,261639650,1745411
1621,26073190,2338360
1622,2607380,46367659
1623,26073170,1009985
1624,26073140,93560539
1625,261632100,621626
1626,261632250,929848
1627,261633960,238527
1628,261635310,961181
1629,261631820,411655
1630,261637170,1326295
1631,261637270,1333759
1632,261632890,1030497
1633,261633750,484510
1634,261633790,269052
1635,261635470,400818
1636,261635900,923534
1637,2616380,911330
1638,261639870,5169258
1639,261634230,170417
1640,261638290,1314746
1641,261634520,1184552
1642,261633380,600637
1643,261635990,612063
1644,261633890,467406
1645,261636170,567892
1646,261636380,153556
1647,26163550,1581398
1648,261635630,794716
1649,261635700,411029
1650,26163140,854549
1651,261633330,583182
1652,261633270,665815
1653,261636470,130524
1654,261632150,145585
1655,26163350,1349350
1656,261634030,654850
1657,261634010,826778
1658,261634440,829497
1659,261631670,481103
1660,261636200,309622
1661,261632790,1358014
1662,2616310390,2558785
1663,261632410,358034
1664,261636360,193728
1665,261639160,678221
1666,261633830,476364
1667,261635740,782863
1668,261634780,306677
1669,261635590,538329
1670,261636860,428780
1671,26163830,455268
1672,261631050,462977
1673,261631010,765369
1674,261638520,4760871
1675,261631420,826060
1676,261631990,863874
1677,261631900,502357
1678,261632310,845213
1679,261631840,1070209
1680,261636010,555262
1681,261633170,984839
1682,261636730,258515
1683,261634470,664583
1684,261635010,493360
1685,261638670,1423907
1686,261634250,353211
1687,261634160,683541
1688,261632480,502409
1689,261632430,528799
1690,261636160,785589
1691,261632490,2544864
1692,26163210,8666644
1693,261631790,514600
1694,261635780,803194
1695,261631150,588981
1696,2616310140,912612
1697,261635760,750353
1698,261634790,349116
1699,2616310340,1558457
1700,261633990,795625
1701,261637640,17109878
1702,2607390,45452004
1703,26073120,92186298
1704,2607310,90438163
1705,26073100,94296768
1706,261638490,2705789
1707,2616310700,1096304
1708,261632030,802679
1709,26163630,1928294
1710,2616310040,3978171
1711,261638280,2611368
1712,261636870,873410
1713,26163200,4335140
1714,26163220,5175275
1715,261639240,6820681
1716,261632240,909741
1717,261639670,627384
1718,261639990,2312001
1719,261637110,4750382
1720,261639230,1919373
1721,261636410,321516
1722,261632760,359729
1723,261631550,698499
1724,261638890,314418
1725,261638130,2605972
1726,261632450,419738
1727,261632110,686318
1728,261639900,2537849
1729,261634090,273141
1730,261634950,614067
1731,261635320,984573
1732,261635810,458018
1733,261634940,316838
1734,261632370,582262
1735,261632500,489997
1736,261632330,332827
1737,261636850,661961
1738,261631380,608602
1739,261638920,604170
1740,261634380,717187
1741,261634450,313356
1742,261635410,1024814
1743,261631930,521703
1744,261636330,476192
1745,261639960,1469124
1746,2616310730,1122731
1747,261633950,583035
1748,261632280,928456
1749,261632020,393138
1750,261634370,933922
1751,261637750,27630
1752,26163690,1338174
1753,26163160,945180
1754,26163560,1862808
1755,261639880,2558157
1756,261636430,680734
1757,261632990,1179472
1758,261637140,4056868
1759,261638790,8412508
1760,261636300,164405
1761,261639530,1266312
1762,261637530,1014706
1763,261637010,1294171
1764,261631360,1292088
1765,261635340,791522
1766,261631210,1607904
1767,261635500,1001355
1768,261635530,724454
1769,261639540,1631495
1770,261637800,6927
1771,26073270,24124016
1772,26073260,24700100
1773,2607350,41799180
1774,261635560,733002
1775,261633510,761705
1776,261632040,397173
1777,2616310580,2055425
1778,261639350,4100079
1779,261634300,257829
1780,261636150,392219
1781,261636120,189756
1782,261633250,257559
1783,261633340,400089
1784,261633280,162264
1785,26163950,929801
1786,261631100,1579429
1787,26163780,690352
1788,26163120,599947
1789,2616310690,2473822
1790,261637480,1249795
1791,2616330,726346
1792,261635120,794907
1793,261632830,421836
1794,261632850,315389
1795,261638820,1298899
1796,261631350,1465441
1797,2616310520,1235450
1798,2616310160,747955
1799,261638420,974312
1800,261632670,2344841
1801,261639110,839188
1802,2616310370,1080769
1803,261634430,614737
1804,261639140,1063014
1805,261632690,619666
1806,261632720,925732
1807,261637300,285439
1808,261632910,737253
1809,2616310750,1246096
1810,26163640,7727921
1811,261638810,1254015
1812,261635200,725856
1813,261638270,2573363
1814,261635300,1808451
1815,261637780,649071
1816,261637770,737790
1817,261631160,759806
1818,261633840,541533
1819,261637400,622870
1820,261632390,1226939
1821,261631580,645929
1822,261637650,20386231
1823,261635140,641961
1824,261633460,743657
1825,261632550,1063722
1826,261639090,1235974
1827,26163420,1291795
1828,261639400,1057357
1829,261633690,396651
1830,261638560,2311003
1831,261634650,389714
1832,261635650,355894
1833,261635390,1251348
1834,261635220,343784
1835,261635190,364396
1836,261635160,662506
1837,261634810,739771
1838,2616390,1179001
1839,261631140,882951
1840,2616310440,1204403
1841,261635100,315445
1842,261635450,721099
1843,26039100,91433282
1844,2603990,260430998
1845,2603950,68120454
1846,2603940,28989942
1847,26073150,4123756
1848,26073240,89907844
1849,26073160,2148874
1850,26073290,94534470
1851,261639390,3906707
1852,261632640,157243
1853,261632120,606668
1854,261633020,882894
1855,261637060,2143977
1856,261631220,1058372
1857,261632520,4164718
1858,261636540,1249809
1859,261633160,892716
1860,261638870,1044730
1861,261638370,1129666
1862,2616310130,1208627
1863,2616310710,1035628
1864,261636510,1699652
1865,261634050,319609
1866,261633590,855690
1867,261637990,740694
1868,261631540,660208
1869,261631530,569254
1870,26163980,379426
1871,2616310200,632490
1872,261631200,1949261
1873,261635750,409611
1874,261633920,354451
1875,261633210,779275
1876,261636400,247832
1877,261633480,323562
1878,261639080,2084469
1879,261638300,1222695
1880,261638030,1191435
1881,261637030,1269796
1882,26163240,1570718
1883,261638950,1572394
1884,261639300,1278400
1885,261636440,589497
1886,261633980,184518
1887,261635070,1387149
1888,261635520,371035
1889,261634570,252914
1890,2616310230,967816
1891,261635240,331383
1892,261634540,282739
1893,261634190,445792
1894,261633970,305689
1895,261632980,1338371
1896,261637370,1184062
1897,261637190,1377679
1898,26163660,1851953
1899,261634600,610913
1900,261631910,608784
1901,261635380,1425706
1902,261632840,584880
1903,261636060,435871
1904,261635460,577227
1905,261631920,394365
1906,261636250,614286
1907,2616310640,840575
1908,26163190,4387351
1909,26163900,2230392
1910,261638640,2189494
1911,261639640,982726
1912,261638140,3077124
1913,261636840,2567738
1914,2603930,5196663
1915,2603960,132219675
1916,2603970,189616585
1917,2603910,185081192
1918,2607320,62292447
1919,26073250,24101458
1920,26073180,2961610
1921,26073210,1153935
1922,261638320,2492933
1923,261636650,1178427
1924,261631080,1274312
1925,261638260,1275190
1926,261638390,1286325
1927,261637320,899203
1928,261631630,894181
1929,261639030,2082952
1930,261638530,5535030
1931,261639130,519983
1932,261638330,2540059
1933,261632600,2075997
1934,261637350,1954716
1935,261631300,504664
1936,261631330,558233
1937,261634880,301505
1938,2616310350,1640190
1939,2616310560,232573
1940,261639980,1247543
1941,26163860,2414747
1942,261639820,657671
1943,261639790,1197529
1944,2616310220,1836124
1945,261637610,588849
1946,261632750,462858
1947,261638240,2545879
1948,261639590,7876788
1949,261637810,976051
1950,261639850,1151804
1951,2616310380,1097537
1952,261635280,2116728
1953,261639200,1688451
1954,261639560,21447107
1955,261637970,805444
1956,26163150,940681
1957,261637690,478249
1958,261639310,3740814
1959,2616310270,967033
1960,261635910,375376
1961,261633780,781919
1962,261634210,563948
1963,261635720,620095
1964,261636450,623787
1965,2616310760,838220
1966,2616370,709282
1967,26163180,2270721
1968,26163360,705454
1969,261633440,892469
1970,261631170,884243
1971,261639810,2131138
1972,26163520,1296700
1973,261636630,1608883
1974,261633520,405236
1975,261633220,412520
1976,261633350,283298
1977,2616310500,707637
1978,261638610,3175475
1979,26163500,1310244
1980,261634850,691912
1981,261636230,161563
1982,26163230,1657434
1983,2616310600,1215538
1984,26163970,474829
1985,261639750,1264879
1986,261638980,1300360
1987,2607330,30568766
1988,2607370,93021085
1989,26073110,92856191
1990,2616310530,666617
1991,2616310410,1889736
1992,2616310360,1243448
1993,261634350,343053
1994,261635400,336005
1995,261631060,527297
1996,261635640,701345
1997,261633370,739551
1998,261633320,630941
1999,261636480,476104
2000,261632260,325415
2001,261632130,288935
2002,261636820,2578428
2003,261637560,566613
2004,261633360,354283
2005,261632420,988532
2006,261632780,768503
2007,2616310460,1003292
2008,261635690,194567
2009,261635940,239234
2010,261636740,887010
2011,261636750,320270
2012,261634740,1038102
2013,261634890,673037
2014,261633570,324051
2015,261636280,425044
2016,261637520,402463
2017,261634200,484700
2018,261636260,415022
2019,261633580,430535
2020,261636600,1640327
2021,261637180,1431133
2022,26163940,746142
2023,2616310120,3136069
2024,261638430,1293739
2025,261635540,735212
2026,261633760,409880
2027,261634410,707490
2028,261636700,1833825
2029,261631570,325823
2030,261632650,255251
2031,261638060,3161264
2032,261639770,1457322
2033,261634870,672452
2034,261632090,560092
2035,261636530,718011
2036,2616310590,657581
2037,2616310320,922374
2038,261638930,669105
2039,261634750,1036387
2040,26163800,699416
2041,261639020,1130099
2042,261638540,189979
2043,2616310280,649343
2044,261633230,351697
2045,261632740,561824
2046,261637510,1201316
2047,261632070,594751
2048,261635130,773362
2049,261638880,1469843
2050,26163400,2558468
2051,261631180,1062698
2052,261638100,2596374
2053,261635480,725687
2054,261635930,278350
2055,26163930,1718647
2056,26163960,765478
2057,261637790,608892
2058,261631390,730592
2059,2603920,184914472
2060,26039110,271503090
2061,2603980,23257607
2062,261638440,1568224
2063,261631020,713006
2064,261638380,876917
2065,2616310480,349220
2066,261635850,410877
2067,261635670,660139
2068,261638840,895779
2069,26163760,518859
2070,261631370,744088
2071,261638410,668214
2072,261635430,540683
2073,261635550,593877
2074,261637900,1587660
2075,26163410,1285209
2076,261638550,1081167
2077,261639250,3622312
2078,261634550,557119
2079,261632140,460833
2080,261634240,295918
2081,26163700,577409
2082,261631240,1238804
2083,261632000,660278
2084,26163790,353545
2085,261635090,488360
2086,261635260,1273470
2087,261634510,499066
2088,261632060,633264
2089,261636320,457168
2090,261638510,798568
2091,261639210,3855479
2092,261631960,321650
2093,261636070,678376
2094,261639340,11361757
2095,261631070,527426
2096,261639890,5096567
2097,261631000,3237446
2098,261634280,137548
2099,261635020,522980
2100,261635580,119988
2101,261632340,493027
2102,261636090,294727
2103,261638250,1296385
2104,261638020,2490676
2105,261638680,1101507
2106,261639620,1973913
2107,261637210,1356346
2108,261631610,652557
2109,261637290,1002162
2110,261631810,510212
2111,261638660,1251018
2112,261635490,432110
2113,261636080,978844
2114,261639190,1448594
2115,261638620,803520
2116,261633800,204073
2117,261633820,170741
2118,261634590,750987
2119,261636790,2448794
2120,261638580,823132
2121,261635270,1008959
2122,261634760,860265
2123,2616310020,10476923
2124,2616310620,1257156
2125,261638120,1699549
2126,261636580,694904
2127,261633560,339801
2128,261633630,836843
2129,261638700,1579865
2130,261638720,1606701
2131,261639270,17221444
2132,261633680,284697
2133,261634630,523041
2134,261636040,740604
2135,261638340,7016724
2136,261631980,605306
2137,261631970,488251
2138,261631880,506929
2139,261639940,1199412
2140,261639950,1364926
2141,261636590,376413
2142,261639970,1364020
2143,261638780,1074699
2144,261638220,1270079
2145,261634700,1057570
2146,261636620,607782
2147,261636340,233724
2148,261636310,319218
2149,261632230,298527
2150,261631860,518937
2151,261631890,758366
2152,2616350,995903
2153,261639410,1086412
2154,261632510,2176140
2155,261632590,929011
2156,261639930,6742478
2157,261639170,3114588
2158,261638480,744442
2159,261636760,318206
2160,261633720,2720669
2161,261637740,1647439
2162,261639290,1359545
2163,261633940,706456
2164,261634070,156095
2165,261633240,359057
2166,261633120,632337
2167,261635980,1042170
2168,261636030,364032
2169,261633610,391591
2170,261637490,867151
2171,261633200,439485
2172,261637550,615552
2173,261633850,1109103
2174,261631640,996702
2175,261632540,754180
2176,261631560,3082164
2177,261635730,1999206
2178,261632470,287639
2179,26163920,4525602
2180,261631450,646719
2181,261633740,153320
2182,261636810,1089046
2183,261639360,3519924
2184,261634080,481843
2185,261636800,1267893
2186,2616310670,2351387
2187,261638750,6109148
2188,261638190,1252876
2189,261637130,3768039
2190,261637660,13255012
2191,261637940,958312
2192,261636000,402246
2193,261637570,347883
2194,261631490,976459
2195,261636680,546437
2196,26163370,3959557
2197,261639910,2531129
2198,261637890,1469832
2199,26163590,3046834
2200,2616310190,962338
2201,26163440,3819458
2202,261633900,406615
2203,261633910,576466
2204,261631460,929398
2205,26163470,1281216
2206,26163390,1291498
2207,261635950,648701
2208,261633730,520340
2209,261636110,242461
2210,261636130,224820
2211,261639330,3501787
2212,261635860,641218
2213,261634820,322601
2214,261636020,444495
2215,26163280,1720788
2216,261638460,911124
2217,261637730,918405
2218,261639380,11828233
2219,261638630,5133721
2220,261635150,239069
2221,261631280,1425230
2222,261633010,1917261
2223,261632180,917961
2224,261633500,415829
2225,261631720,802186
2226,26163490,7889146
2227,261632170,935177
2228,261639740,657085
2229,26163430,2803878
2230,261631850,837947
2231,261639780,1389924
2232,261631190,809225
2233,261634340,340494
2234,261639710,749129
2235,261635290,879744
2236,261634730,560004
2237,261634610,394186
2238,26163300,1222836
2239,261638470,2543769
2240,2616310680,1212451
2241,26163850,4551479
2242,26115590,1244566
2243,26115130,16322079
2244,26115140,10779918
2245,26123120,91391266
2246,2612310,89160457
2247,26123140,4223172
2248,260812650,2907370
2249,260811630,6205312
2250,260811240,2326430
2251,260812500,1334809
2252,26081440,2734318
2253,26081980,370016
2254,260812180,3692580
2255,26081490,2255607
2256,260811270,4993442
2257,260811290,468781
2258,260812640,1943846
2259,260812040,1837500
2260,260812680,7794101
2261,260811810,1056613
2262,2604710,10216363
2263,26047240,75558
2264,2604790,3358322
2265,26093290,15984006
2266,26093720,4172985
2267,26093320,6444921
2268,2601970,18472448
2269,26019140,0
2270,2601910,87409551
2271,26115290,12290420
2272,26115470,1508697
2273,26115600,67736767
2274,26115530,3819393
2275,2612350,91919616
2276,26123240,8709412
2277,26081520,797648
2278,260811750,1982182
2279,260812420,2375034
2280,26081780,262918
2281,260812250,42738365
2282,26081390,23266851
2283,260811400,481918
2284,260812030,27883327
2285,26081750,620582
2286,260812000,73788555
2287,26081230,22370961
2288,260812390,14555842
2289,26081340,7276352
2290,260811760,4036268
2291,26081410,10098823
2292,260811910,3697203
2293,260811930,5369466
2294,260811610,1996986
2295,260811340,1863033
2296,260811130,1338587
2297,26047180,92213711
2298,26047150,3528215
2299,26047190,80361463
2300,2602720,2925937
2301,2602780,89986014
2302,26027120,54672794
2303,26093740,23469088
2304,26093340,19679178
2305,26093130,7962212
2306,2601920,71993994
2307,2601980,78216325
2308,26115540,1745278
2309,26115180,21060718
2310,26115400,28109484
2311,26115160,10397840
2312,26123190,86837726
2313,26123300,83992055
2314,260811350,441886
2315,260811550,455261
2316,26081270,2617404
2317,26081420,32796150
2318,260812370,3617993
2319,260811460,526559
2320,260812280,62755120
2321,260811330,1856449
2322,260811150,1320117
2323,26081800,1170845
2324,26081250,8729548
2325,260811320,504615
2326,260811140,809864
2327,26081960,724706
2328,26081130,31925433
2329,260812620,1679672
2330,260811210,394240
2331,260811370,1497035
2332,260811120,785700
2333,26081830,2625144
2334,260812080,10598894
2335,26081200,3959643
2336,26047110,46527449
2337,26047130,91488353
2338,26047160,6974035
2339,2602770,7416578
2340,26027210,89069474
2341,26027150,25028649
2342,26093140,98371826
2343,26093370,20786442
2344,26093180,2248801
2345,26093540,3206690
2346,2601990,92648739
2347,2601960,3588402
2348,26019100,51629554
2349,26019110,60579990
2350,26115430,3889332
2351,26115240,44093157
2352,26123130,4798652
2353,2612340,81289994
2354,260812460,2777835
2355,260812480,3482651
2356,260811980,3874608
2357,260811010,634936
2358,26081550,41006728
2359,26081480,42204703
2360,26081600,2607018
2361,260811360,966611
2362,260811380,662712
2363,260811440,310006
2364,26081940,504001
2365,26081290,23243269
2366,260811160,1297591
2367,26081260,20805438
2368,260811970,2943745
2369,26081880,1317124
2370,2608130,15987658
2371,2604730,73133456
2372,26047210,115796086
2373,26047200,49552068
2374,26027100,86001866
2375,2602790,85938727
2376,26093750,14352503
2377,26093480,32605401
2378,26093410,12510299
2379,26093490,21320885
2380,26093450,4040302
2381,26093690,29138495
2382,26093610,47497723
2383,2601940,92325243
2384,26055200,31413656
2385,26115340,10889801
2386,26115280,49794471
2387,26115460,1829101
2388,26115150,4129403
2389,26123180,91770604
2390,26123230,85053954
2391,26081630,4482377
2392,26081300,21786064
2393,26081710,394884
2394,260812200,3445166
2395,26081460,15795186
2396,26081180,656951
2397,260811880,1750473
2398,260811570,2362472
2399,260812530,1502508
2400,260812220,32879416
2401,260812560,2592035
2402,260812260,43766478
2403,26081380,9522730
2404,260812150,3784551
2405,26047120,90938549
2406,2604720,19143139
2407,2602750,51936125
2408,26027160,87024919
2409,26027180,115701840
2410,26093260,4822385
2411,26093250,4341369
2412,26093160,30670486
2413,26093620,31486008
2414,26093310,3406775
2415,26093200,7348776
2416,26115200,30144792
2417,26115270,44818426
2418,26115520,3696136
2419,26115500,1894312
2420,26123200,78770202
2421,26123280,90241805
2422,260812160,8422580
2423,260811660,832143
2424,2608120,4083924
2425,260811520,434898
2426,260811480,521591
2427,26081930,323901
2428,260812050,27985860
2429,2608170,2772446
2430,260812310,32321076
2431,2608180,10886201
2432,260811730,4376575
2433,26081500,1514889
2434,260811020,454059
2435,26081970,203894
2436,260811870,1637333
2437,26081860,2466945
2438,26047100,56261715
2439,26047170,1331787
2440,2602710,88934320
2441,2602740,4119363
2442,26093230,5948446
2443,26093640,13031740
2444,26093580,21340152
2445,26093270,10429052
2446,26093530,11317431
2447,2611570,3789728
2448,26115560,2491653
2449,26115610,56957499
2450,26115360,8303060
2451,26115310,19536296
2452,26115300,8626352
2453,26123210,88981437
2454,26123270,86525425
2455,26123290,5050421
2456,26081820,1165428
2457,260812470,5236680
2458,260812670,2610210
2459,260811170,1337247
2460,26081570,2527372
2461,260812660,2475730
2462,26081920,578398
2463,260811800,1654570
2464,260811470,1412136
2465,26081400,7391656
2466,2608160,3023887
2467,26081720,2096198
2468,260812120,4435120
2469,26081850,595163
2470,260811100,516019
2471,26081190,92022790
2472,260811430,405743
2473,260812610,1720479
2474,26027200,82779374
2475,26027140,25272909
2476,26027110,52380783
2477,26093150,97712717
2478,26093430,7470885
2479,26093700,27714095
2480,26093330,11100202
2481,26093600,43651188
2482,26115420,92688737
2483,26115380,46979495
2484,2611530,37913638
2485,26115350,18672454
2486,26123100,87901444
2487,2612330,83031385
2488,260812630,1363456
2489,260811620,1303047
2490,26081450,5255475
2491,260812010,10560185
2492,260812170,12391243
2493,260811530,951317
2494,26081760,1361812
2495,260811410,928409
2496,260812550,1635452
2497,260812110,2432270
2498,26081990,491606
2499,260811590,1489662
2500,260812520,952646
2501,26081810,3150227
2502,26081620,9704574
2503,260812570,997978
2504,2602760,31775819
2505,26027220,88708451
2506,26093110,22778493
2507,26093240,3786677
2508,26093660,22983320
2509,26093500,10986908
2510,26093170,62914931
2511,26093360,12382688
2512,26115170,7236818
2513,26115410,40710077
2514,26115250,39934488
2515,26115650,12922
2516,26115230,46618755
2517,26123150,83134229
2518,2612360,46897293
2519,26081170,29689618
2520,260812490,4256348
2521,260812320,5243559
2522,26081770,1817200
2523,260811250,1947570
2524,260811830,1289865
2525,26081790,1001296
2526,260811040,1033797
2527,260812100,5784129
2528,260812190,4952746
2529,260812600,1310865
2530,2608150,40839569
2531,26081210,2633041
2532,260812380,2970339
2533,2602730,4364773
2534,26027130,89394378
2535,26093300,7784973
2536,26093100,12521742
2537,26093650,27619994
2538,26093570,38203098
2539,2609330,1572556
2540,2609320,1942583
2541,26115440,88466437
2542,26115570,15325345
2543,26115390,48189959
2544,26123220,82770872
2545,26123160,87470401
2546,26123250,89443916
2547,260811840,1230166
2548,26081900,2078723
2549,260812580,1187395
2550,260812430,1634046
2551,260812300,56994023
2552,26081280,15047492
2553,260811680,3246253
2554,260811740,2971971
2555,260812270,44867274
2556,26081590,2483911
2557,26081560,10445085
2558,260812360,3126064
2559,260811300,290461
2560,260811450,654842
2561,260811030,1692189
2562,260811090,941891
2563,260811260,2946890
2564,26027190,17738834
2565,26027170,88181953
2566,26093630,18237789
2567,26093780,87438125
2568,2609360,5316944
2569,26093120,8347249
2570,2609390,6208970
2571,26115640,69656264
2572,26115190,20037141
2573,26115510,3084041
2574,26115450,5598187
2575,2612320,90817398
2576,26123260,85452514
2577,26123110,91723533
2578,26081330,24057866
2579,260811640,3842913
2580,260811850,1282280
2581,26081640,541242
2582,26081430,1962602
2583,260811560,511966
2584,260811310,239317
2585,26081950,1454971
2586,260811960,3404808
2587,26081690,536297
2588,260812020,61465750
2589,26081160,26156054
2590,2608140,12489442
2591,26081740,599236
2592,26081910,1352051
2593,260811200,1232175
2594,260811990,3585286
2595,260811820,1516738
2596,260811600,1246436
2597,26093400,19142210
2598,26093280,6489227
2599,2609370,3358997
2600,26093730,10174330
2601,2609350,13101965
2602,26093680,33844556
2603,26115110,3699635
2604,2611540,2594692
2605,26115220,34181067
2606,26115260,21488976
2607,2612370,34756876
2608,2612380,87293498
2609,26081220,2468824
2610,260811940,5569491
2611,260811770,2548002
2612,260811390,477270
2613,260811230,1354185
2614,26081240,29964094
2615,260811790,34465681
2616,26081320,30163401
2617,260811890,2135218
2618,26081840,1602577
2619,26081360,12222870
2620,260812410,3390889
2621,26081870,825300
2622,26081890,815143
2623,260812230,6391640
2624,260812450,1375751
2625,26093420,8983884
2626,26093220,3662785
2627,26093710,46207306
2628,26093460,50298763
2629,26093670,7692593
2630,2609340,850491
2631,26093190,14032835
2632,26115580,6964678
2633,2611550,2851898
2634,26115480,6757212
2635,2611580,2506460
2636,2612390,85207061
2637,260811920,7123632
2638,2608190,22635199
2639,260811000,1370971
2640,26081530,1175814
2641,260811080,844847
2642,26081660,788112
2643,260811650,4850941
2644,260811780,53773696
2645,260812330,3454572
2646,260811190,498959
2647,26081700,899882
2648,26081610,21239268
2649,260812090,16806631
2650,260811060,655035
2651,260811180,512173
2652,26081140,1639849
2653,26093380,11428216
2654,26093760,30478759
2655,26093390,7704312
2656,26093550,3637288
2657,26093770,23704575
2658,26093470,6055794
2659,26115370,5622588
2660,26115550,13424457
2661,26115120,7796355
2662,260812240,45218096
2663,260811900,6066535
2664,260811500,889343
2665,260811110,679837
2666,26081730,969921
2667,260811280,4139423
2668,260812290,30820125
2669,26081580,2465871
2670,260812510,1483120
2671,260812350,16322178
2672,260811720,2921703
2673,260811070,835704
2674,260811490,951329
2675,260811540,1019090
2676,26081150,2921507
2677,26081100,23350419
2678,26081350,6288549
2679,26047140,1347694
2680,2604740,113066257
2681,2609380,5745698
2682,26093520,24091656
2683,26093350,7013634
2684,26093210,9085622
2685,26115100,3625441
2686,2611590,5006666
2687,2611510,10236791
2688,26115330,14691394
2689,2611560,20846359
2690,26081120,18415042
2691,260812340,5434900
2692,26081510,1027062
2693,26081670,1505050
2694,26081650,711198
2695,260811950,5132625
2696,260811050,996477
2697,260812070,29959455
