,0,1
460,260771090,3909235
461,26077780,5560760
462,26077930,1642982
463,2607770,24047576
464,26077720,18943452
465,26077200,3640144
466,2607750,90072641
467,260771080,12562792
468,26077640,6479203
469,26077290,2351281
470,26077670,6233722
471,26077460,3659388
472,260771110,28003134
473,26077110,27594336
474,26077250,2448362
475,26077470,1052356
476,260771120,93146487
477,2607710,55217627
478,26077590,1134384
479,26077750,1815011
480,260771060,18975618
481,26077270,1630722
482,2605510,42888194
483,26055110,89617195
484,26149120,90520929
485,26149260,65020621
486,26149210,46037066
487,26139570,5635447
488,26139200,3374869
489,26139730,46833099
490,26139830,8836158
491,26139670,2672851
492,26139650,9836473
493,26139320,1309656
494,2605730,7965814
495,2610940,92528008
496,2610990,79770161
497,2610910,204444672
498,26109200,105466199
499,26109150,168761485
500,26077410,1969400
501,26077740,17704724
502,26077100,8772423
503,26077330,2731305
504,26077240,983429
505,26077140,3912184
506,26077710,2384803
507,26077570,2335933
508,26077940,1574054
509,260771010,30218243
510,26077620,24806837
511,26077120,9362930
512,260771000,56275616
513,2607790,5955795
514,26077530,2001057
515,26077850,3708873
516,26077870,4911180
517,26077300,4633662
518,26077280,1848555
519,26077790,2337556
520,26077190,695353
521,26077220,3217470
522,26077430,1609840
523,26077630,24171804
524,26055330,2727616
525,2605580,37103649
526,2614930,85245440
527,26149200,2772329
528,26139190,1178594
529,26139940,792692
530,26139750,71073559
531,261391050,1739802
532,26139800,2536776
533,26139140,7737374
534,2613930,23999958
535,261391070,1870972
536,26057190,5418107
537,26057120,93241411
538,26109120,3091882
539,2610930,139112133
540,26109110,3212947
541,26077320,2638768
542,26077950,4311340
543,26077890,3189858
544,260771020,30059852
545,26077970,31453241
546,26077520,1323718
547,26077260,1979098
548,2607760,93746180
549,26077160,30733036
550,26077690,2066491
551,260771030,2458924
552,26077340,1594245
553,26077390,1737111
554,26077820,1735448
555,26077360,2452396
556,26077910,6960756
557,26077450,2817464
558,26077380,3205722
559,26077150,22577606
560,26077210,1128293
561,26077510,590634
562,26077610,647095
563,26077730,53943197
564,26077500,796885
565,26077800,4075642
566,26077650,3718612
567,26077700,16410761
568,26077580,3368122
569,2607740,59293543
570,26077230,656484
571,26077440,1066889
572,26077560,4835376
573,26055310,9108643
574,26055360,123873554
575,26149190,6066603
576,26149240,3807071
577,26139370,4798519
578,26139360,3871470
579,26139380,2738327
580,26139330,10916534
581,2605780,88803477
582,2605750,89514572
583,26057110,12525124
584,26109100,2205870
585,26109210,0
586,2610950,371066206
587,26109160,232593706
588,26077310,2494916
589,26077400,1400215
590,26077920,3097997
591,26077990,30615760
592,26077420,2951846
593,2607780,6079053
594,26077980,27087979
595,26077600,2797133
596,26077960,92794489
597,26077810,1849952
598,26077550,570866
599,26077830,1448548
600,26077860,3447643
601,26077680,8361508
602,26077880,2487551
603,260771100,16670913
604,2607730,30945989
605,260771050,37388412
606,26077760,1841543
607,2605530,9099160
608,26055190,44160041
609,26149250,2374572
610,26149170,3802594
611,26139280,6326099
612,26139790,3181662
613,261391020,67653935
614,26139470,4373418
615,2613970,31430605
616,26057230,92933959
617,26057210,92327694
618,26057100,89776958
619,26057200,92043181
620,26109190,2830772
621,26109140,19533259
622,26109130,4832577
623,26077540,3299807
624,26077130,578685
625,26077900,3550412
626,26077840,11610755
627,2607720,38545781
628,26077180,30760801
629,26077350,2752803
630,260771040,18829434
631,26077170,9351757
632,2605540,68263792
633,26055230,37278134
634,2605570,9871387
635,2605560,5107009
636,26149110,39378508
637,2614920,89010900
638,26139680,7184640
639,26139520,1964428
640,26139410,22011188
641,26139440,14512414
642,26139260,5373140
643,26139560,1478992
644,26055240,93709013
645,26055150,3570950
646,26055170,20155586
647,26149180,3596239
648,2614990,91928227
649,26149100,34585651
650,26139510,1459347
651,26139720,23418885
652,26139170,3582377
653,261391030,25844419
654,26139270,1011292
655,261391080,32402389
656,2614340,39354447
657,2614380,77641648
658,2614390,74401152
659,26055250,75857253
660,2605590,33911125
661,26055220,20825676
662,26055260,61002637
663,26149230,2265278
664,26149150,90516338
665,2614940,4030276
666,26139890,23837753
667,26139240,1206503
668,26139230,20472613
669,26139910,25523918
670,26139990,21104691
671,26139620,3095604
672,26143130,11174382
673,26143110,9054102
674,26143100,184806687
675,26055280,12443848
676,2605550,9096265
677,26055270,59792560
678,2614980,91847257
679,2614950,83440016
680,26149160,85401370
681,26061100,15320055
682,26061150,3532860
683,26061190,485096194
684,2612720,60851381
685,26127120,75965045
686,26075450,37983995
687,26075250,470489
688,26075350,1560700
689,26075370,417095
690,26075240,802135
691,26017100,817216
692,26017690,30710328
693,26017600,5059358
694,2611730,92188455
695,2611710,89667664
696,26121630,1796380
697,26121440,2796888
698,2612170,19243335
699,26021110,1439272
700,26021500,13373162
701,26021460,8203444
702,26021150,49353424
703,26075550,39737051
704,26075340,869083
705,2606110,122063342
706,2606190,236370329
707,2606120,44667986
708,26061320,0
709,2607510,4494210
710,26075140,65761252
711,26075280,1207065
712,26075180,60663031
713,26075200,71417132
714,26075660,7078438
715,26075670,8706898
716,26075210,1059491
717,26075170,29574210
718,26017430,92384425
719,26017260,851893
720,26017550,6997813
721,26017490,26378910
722,26017290,1038469
723,2601710,2640832
724,26117190,93243699
725,26117230,89710961
726,26117120,7326209
727,26121140,17736727
728,2612120,92194959
729,26121450,3051727
730,26021660,3072917
731,26021230,30928499
732,26061270,103912354
733,26061310,172915511
734,26061180,5876183
735,26075730,5272308
736,26075390,33914461
737,26075650,4995286
738,26075230,995542
739,26075190,22017690
740,2607560,11384911
741,26075160,2433388
742,26075580,7411248
743,26075310,1570056
744,26017480,2440680
745,26017400,54527050
746,26017110,1514777
747,26017650,9620876
748,26117250,30995599
749,2611770,91354001
750,26117270,92288017
751,26121560,6281139
752,26121360,1754886
753,26021260,21785905
754,26021470,20123543
755,26021620,2632464
756,26061250,231799987
757,2606160,125168089
758,26061160,41151357
759,26061260,9901118
760,26075110,17910633
761,26075620,93495819
762,2607520,2171546
763,26075570,16160418
764,26075320,1395868
765,2607590,37962987
766,2607540,1659279
767,26075500,27379285
768,26017150,749416
769,26017270,2372584
770,26017170,447019
771,26017160,465271
772,26017660,2708745
773,26017180,1068786
774,26117300,91833040
775,26117140,93334391
776,26117110,82414187
777,26121200,21079831
778,26121410,20495582
779,26121530,2204486
780,26121100,14606646
781,26021420,3708929
782,26021570,790696
783,26021680,91781859
784,26021430,53522663
785,2613540,182759431
786,2613560,181288775
787,2613570,367937095
788,2613520,263087469
789,2613550,183768508
790,2613510,103815766
791,2613530,182599444
792,26061210,11123159
793,2606130,39019987
794,2606140,509353
795,26075300,748740
796,26075420,33372668
797,26075720,4506057
798,26075600,53727591
799,26075330,1074976
800,26075220,789251
801,26017220,937061
802,26017140,550478
803,26017700,1431823
804,26017570,42232521
805,2601750,4457161
806,26017420,43798056
807,26017670,37642423
808,2615190,92375131
809,26151300,50480581
810,26151240,5558544
811,26117280,87921413
812,2611750,91007121
813,26129110,91248496
814,26129140,94016872
815,26121300,2037342
816,26121380,3209897
817,2612140,25150483
818,26121420,14637009
819,26021410,2951954
820,2602150,7946261
821,2602140,35499797
822,26021550,1995643
823,26021650,60324056
824,26061110,8676282
825,2606150,1686270
826,26061120,27460279
827,2606180,280562673
828,26061230,27793178
829,26075760,123246110
830,26075630,1638058
831,26075750,93271580
832,26075430,30291087
833,26017380,2063240
834,26017360,1312401
835,26017310,763879
836,26017540,1142928
837,26017520,33245249
838,26017330,715170
839,2615160,5932137
840,26151270,93101657
841,26151120,92761504
842,26117170,5163704
843,26117260,61451723
844,2612970,91802890
845,26129220,2270518
846,2612980,84283890
847,2612150,33697888
848,26121690,8090128
849,26121370,2351463
850,26021390,4993983
851,26021340,14473202
852,26075560,37352317
853,26075480,17941184
854,26075460,25432994
855,26017350,990680
856,26017510,50728887
857,26017630,94967583
858,26017240,779604
859,26017230,878377
860,26017470,22953778
861,26017450,1608984
862,2615170,91496415
863,2615110,94037932
864,26151290,94123537
865,2611760,88068878
866,2611780,89934340
867,26117290,5556902
868,2611720,90530230
869,26129150,90061195
870,26129170,1476384
871,26129100,92949939
872,2612950,14011323
873,26121190,5901182
874,26121610,1499681
875,26121310,2154954
876,26121290,6163506
877,26021270,56918074
878,26021160,89187458
879,26021690,0
880,26021670,34895599
881,26075260,6311732
882,26075130,92528576
883,26075680,15253431
884,26017390,1296586
885,26017120,1439825
886,2601730,3703587
887,2615120,93636146
888,26151200,4230568
889,26151320,0
890,26151160,91820492
891,2615140,2745959
892,26117130,91214558
893,26117220,91764807
894,26117180,4031080
895,26129210,884751
896,26129180,644650
897,26129230,88100316
898,26129120,43375226
899,26129190,665130
900,26121120,31540780
901,26121330,1486563
902,2612180,25946942
903,26021560,1043502
904,26021380,51815603
905,26021360,3868549
906,26021480,68212647
907,26021510,91960606
908,2612770,86678347
909,26075640,2273163
910,26075490,49107418
911,2607580,29643339
912,2601720,6070321
913,26017640,39595885
914,26017410,40118504
915,26017500,1562175
916,2601740,3505048
917,26151230,94005843
918,26151100,94101127
919,26151220,93500568
920,26117150,3352392
921,2611790,33813837
922,2611740,2219349
923,2612990,91843332
924,2612930,89323857
925,2612160,13263051
926,26121250,92415695
927,26121520,2354158
928,26121600,4980155
929,26021310,6499270
930,26021250,24753106
931,26127180,87794626
932,26127100,4949916
933,26075520,93717929
934,26075360,1339987
935,26075440,50779008
936,26017460,14545897
937,26017250,1962698
938,26151210,135805122
939,2615150,97475361
940,26151190,93442721
941,26117240,90630790
942,26117210,40079413
943,26117100,41290453
944,2612920,45868987
945,2612940,76462971
946,26129130,45294391
947,26121160,14046137
948,26121110,30243036
949,2602120,45671878
950,2602110,44736101
951,26021370,6483765
952,2609510,363499875
953,26127130,83614510
954,2612790,88702782
955,26127190,0
956,26075740,3096808
957,26075100,36409135
958,26075710,889325
959,26017560,4863479
960,26017580,4795322
961,26017610,93005702
962,26017340,1647881
963,2601780,1279263
964,26017320,587309
965,26151110,91566385
966,26151140,90610660
967,26151250,105600092
968,26151260,89485586
969,26117200,51408388
970,26117160,3172323
971,2612960,231120980
972,2612910,46143663
973,26121650,93671189
974,26121150,10823799
975,26121640,14344134
976,26121230,6658361
977,2612110,83648641
978,26121170,35047617
979,26121720,0
980,26121460,920236
981,26021450,12920329
982,26021300,48248555
983,26021200,34629952
984,26021210,48600651
985,2609530,1524896212
986,2609550,30290
987,2609540,276631455
988,2609520,163548740
989,2608340,308737803
990,2608320,141461641
991,26127150,33340430
992,2612750,87631096
993,26127110,83962888
994,26075510,94006032
995,2607570,14262353
996,26075120,2609193
997,26075530,50846220
998,2601770,2260886
999,2601790,2244500
1000,26017680,18629423
1001,26017300,892726
1002,26151310,49480492
1003,26151150,93035744
1004,26129160,136904467
1005,26129200,684535
1006,26121340,1469597
1007,26121470,1314732
1008,26121680,62352182
1009,26121660,1072375
1010,26121510,1243321
1011,26121270,2438107
1012,26121500,2919922
1013,26121350,2983518
1014,26121540,3330977
1015,26121480,1118127
1016,26021290,24437537
1017,26021140,41461836
1018,26021520,12638597
1019,26021220,25887695
1020,2608360,168754914
1021,2608370,476643
1022,2608330,466777450
1023,2608350,312674704
1024,2612760,86210739
1025,2612730,84716985
1026,26075470,31539731
1027,2607530,7776558
1028,26075380,4391415
1029,26075610,15541085
1030,2601760,12922949
1031,26017530,81956022
1032,26017280,890923
1033,26151180,89391260
1034,26151130,65365318
1035,26151280,90756628
1036,2615130,93514405
1037,2615180,120276211
1038,26121590,3795631
1039,26121260,2835436
1040,26121400,8645736
1041,26121570,4889285
1042,26121670,1588766
1043,26121710,40702640
1044,26121180,89784498
1045,26121220,10260909
1046,26021400,1663054
1047,26021170,7503375
1048,26021280,23119544
1049,2602170,9220211
1050,26021120,1139166
1051,26021130,6427834
1052,26021580,1745610
1053,26021540,2108819
1054,26127170,28854238
1055,26127160,63581677
1056,26075540,41850449
1057,26075700,10090158
1058,26075410,19057032
1059,26017440,92057063
1060,26017130,639401
1061,26017200,994757
1062,26017190,437845
1063,26017370,91532635
1064,26151170,93331739
1065,26121210,7956141
1066,26121130,32097771
1067,26121550,2243657
1068,26121280,6371196
1069,26121390,1792910
1070,26121490,733493
1071,26021190,3049836
1072,26021440,1878606
1073,26021240,2296143
1074,26021590,1081347
1075,2602190,2324704
1076,2602180,25575735
1077,26021100,2021590
1078,26061300,33941985
1079,26061140,1285610
1080,26061200,18816340
1081,2606170,175566220
1082,26061290,167107434
1083,26061220,34340952
1084,26061240,30708145
1085,26061280,149973829
1086,2612780,88296569
1087,26127140,86659097
1088,26075690,11544023
1089,26075150,52045211
1090,26075290,1896211
1091,26017210,579961
1092,26017590,31339153
1093,26017850,2209753
1094,2612190,42225516
1095,26121320,1550155
1096,26121580,13982251
1097,26121620,3037521
1098,26121430,7978839
1099,2612130,89868919
1100,26021630,6253673
1101,26021600,4261327
1102,2602160,3242285
1103,26021490,2153233
1104,26021610,4071037
1105,26021350,4552609
1106,26021320,9120888
1107,26061170,5347733
1108,26061130,1888471
1109,2612710,104571788
1110,26075590,14216980
1111,26075270,1212888
1112,2607550,10757413
1113,26075400,8989285
1114,26121240,48162557
1115,26121700,22897743
1116,2602130,46013542
1117,26021180,3426296
1118,26021530,34214885
1119,26021640,50271543
1120,26021330,7948186
1121,261631110,845705
1122,261633300,662357
1123,261633290,910720
1124,261637430,480703
1125,261633130,426103
1126,26163530,603315
1127,261636950,2758955
1128,261633400,1532134
1129,261635230,975552
1130,261635210,716774
1131,261636390,352920
1132,26163270,13653199
1133,261631030,394401
1134,2616310150,1638224
1135,261635360,530068
1136,261635570,632702
1137,261634420,750081
1138,261637150,4458242
1139,261638230,2564097
1140,261638360,4228982
1141,26163620,2119101
1142,261635790,462444
1143,261631800,797232
1144,261634330,388616
1145,261633100,890940
1146,261633060,1645463
1147,261632270,589922
1148,26163110,817840
1149,261639010,1458534
1150,261638730,650416
1151,261634660,673271
1152,261635250,3878645
1153,2616310330,869119
1154,261634980,583224
1155,261636350,744397
1156,261637020,1294449
1157,261635960,606810
1158,26163580,1414358
1159,261639860,5105989
1160,261633470,192541
1161,2616310090,12664356
1162,261631940,792289
1163,261632930,378556
1164,261632820,160047
1165,261637380,2055331
1166,261637250,992562
1167,261636890,457633
1168,261639830,2553143
1169,26163380,1285703
1170,261638010,900020
1171,261631230,429034
1172,261639680,792326
1173,261633420,370914
1174,261632710,546710
1175,261638500,6895261
1176,261638200,1863816
1177,261638960,801540
1178,261632880,483857
1179,2616310310,927013
1180,261638760,4138478
1181,261638650,1949738
1182,2616310180,1334877
1183,2616310210,742513
1184,26163880,749138
1185,261634460,461649
1186,261638850,4189175
1187,261637070,1293162
1188,261634990,1184732
1189,261638180,1447124
1190,261634100,238986
1191,261635830,562784
1192,26163130,777236
1193,261635050,227671
1194,261634960,216040
1195,261636220,198376
1196,261637980,1089713
1197,261638570,4734030
1198,261637580,543677
1199,261637540,445615
1200,261637600,968114
1201,2616310650,682468
1202,261635180,1315019
1203,261638090,2578913
1204,261633070,525379
1205,261633000,676630
1206,261639180,598371
1207,26163680,3824912
1208,26163750,1111059
1209,261637500,846286
1210,261632950,519376
1211,2616310610,4097516
1212,261638940,1856025
1213,261637460,738163
1214,2616310740,931011
1215,2616310,4760829
1216,261635440,1080204
1217,261635170,1398566
1218,261634530,435393
1219,26163650,1529993
1220,261633030,810115
1221,261636050,541386
1222,2616360,541462
1223,26163330,1303031
1224,261631090,560721
1225,261639500,1281886
1226,261639440,1162160
1227,261631310,444566
1228,261631400,887067
1229,261639040,2164429
1230,261631760,1101654
1231,261631510,527885
1232,261631040,421367
1233,261637050,1915133
1234,2616310430,804722
1235,26163610,606207
1236,261634720,1234442
1237,26163670,4826995
1238,261634110,298660
1239,261634130,434295
1240,261631710,354398
1241,261631750,504761
1242,261638150,2575397
1243,261636910,268013
1244,261636920,293295
1245,261631660,529687
1246,261632680,850113
1247,261631950,386312
1248,261636970,3009273
1249,261631430,280474
1250,26163170,672422
1251,261636990,1642716
1252,261638910,1082430
1253,261638990,436916
1254,261633490,618075
1255,261632800,590044
1256,261638000,2608056
1257,261632360,664196
1258,261636180,676823
1259,261636100,238563
1260,2616310260,977295
1261,261633930,383978
1262,261636930,219848
1263,261636900,643134
1264,261638070,1242389
1265,261634360,495505
1266,261634640,476399
1267,261634680,357170
1268,26163770,470881
1269,261639580,31651192
1270,261631340,880544
1271,261637670,25439894
1272,261635510,1516337
1273,261635060,281713
1274,261635000,317580
1275,261634970,637691
1276,261634860,264637
1277,261635680,234176
1278,261633450,643330
1279,261633430,654230
1280,261633640,1618765
1281,261633190,216967
1282,261633050,912742
1283,261636190,629355
1284,261636290,504875
1285,26163450,954727
1286,261631130,778483
1287,261637040,1817865
1288,261639800,873224
1289,261635350,425086
1290,261635420,533574
1291,261635870,792730
1292,261633530,979561
1293,261634060,841837
1294,261638310,2963642
1295,261638160,1303334
1296,261634400,1279696
1297,261634260,296020
1298,261634580,347678
1299,261638050,6322497
1300,261633140,503575
1301,26163890,6262381
1302,2616310250,2211986
1303,2616310170,4102826
1304,261637000,1258256
1305,261633870,378351
1306,261638080,1358931
1307,2616310300,643741
1308,261637450,1392673
1309,261637230,2946881
1310,261631600,608496
1311,261638800,2131886
1312,26163990,5047348
1313,26163720,648550
1314,26163730,618058
1315,261632700,351674
1316,26163540,3878207
1317,261635840,604814
1318,261634710,1036913
1319,261635710,395282
1320,261634320,719851
1321,261636420,689926
1322,261631440,593141
1323,261637840,1245011
1324,261633670,1753529
1325,261633660,540514
1326,261635600,383213
1327,261638590,2627009
1328,26163870,822520
1329,261632620,865088
1330,261631730,885172
1331,261639600,10274211
1332,2616310060,3223673
1333,261639280,6256741
1334,261633860,590058
1335,26163600,1216082
1336,261637700,487280
1337,261634910,269240
1338,261634000,434886
1339,261636980,3846185
1340,261636960,1056082
1341,261639480,1288685
1342,261639430,874698
1343,261638600,849383
1344,261632940,1069629
1345,261632050,573727
1346,261631077,69613
1347,261637120,1935476
1348,26163810,114562
1349,2605360,2057676
1350,26053120,659912067
1351,26053110,465389557
1352,2605320,296291857
1353,261633600,521278
1354,261636240,152587
1355,261632870,5733907
1356,261636710,1685493
1357,2616310660,1789680
1358,261637960,1510199
1359,261638400,619885
1360,2616310290,1628774
1361,261634830,371921
1362,261636770,303652
1363,261631740,727467
1364,261631120,637058
1365,26163310,9616439
1366,261636940,6243851
1367,261632570,328113
1368,261639490,1733005
1369,2616310240,1085287
1370,261639450,1345124
1371,261632610,653097
1372,261637470,1856243
1373,261637760,936216
1374,2616310080,8397121
1375,261634220,430473
1376,261635610,252476
1377,261635620,215917
1378,261634670,295053
1379,261634310,234507
1380,261633180,212376
